         437420278 function calls (437414804 primitive calls) in 151.708 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\excel\_openpyxl.py:115(_convert_to_style_kwargs)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\legend.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:81(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\print_settings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\smart_tags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:924(TableDefinition)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\alignment.py:16(Alignment)
      142    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\construction.py:735(_sanitize_str_dtypes)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\base_parser.py:115(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\stylesheet.py:119(_expand_named_style)
     1515    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\styleable.py:132(__init__)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:768(_get_compressor)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\extended.py:134(to_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\bubble_chart.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:6519(sum)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\publish.py:1(<module>)
       50    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:273(getuntil)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:1001(_rows_to_cols)
     1495    0.000    0.000    0.000    0.000 {built-in method math.isinf}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\protection.py:1(<module>)
       82    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:371(_escape)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:12498(sum)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\stylesheet.py:150(_split_named_styles)
      145    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\inference.py:334(is_hashable)
     1515    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\read_only.py:112(value)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\extended.py:31(ExtendedProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\header_footer.py:53(_HeaderFooterPart)
       49    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\nested.py:40(to_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\manifest.py:108(to_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\merge.py:1(<module>)
     1515    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\cell.py:130(col_idx)
       81    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:249(__set__)
       53    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
      800    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\scipy\stats\_distn_infrastructure.py:925(squeeze_left)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:4526(get)
     1515    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\styleable.py:146(has_style)
      455    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:12459(_min_count_stat_function)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\pivot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\css.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\text.py:124(CharacterProperties)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:5136(reindex)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\xml\etree\ElementTree.py:1208(iterparse)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\indexes\base.py:842(_engine)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\title.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\astype.py:191(astype_array_safe)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chartsheet\views.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\series.py:6418(_reduce)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\generic.py:5343(reindex)
       16    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\numpy\_core\_dtype.py:350(_name_get)
      360    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:233(__get__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\error_bar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_reader.py:1(<module>)
      112    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\_config\config.py:617(_select_options)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\page.py:39(__init__)
     1515    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\cell\cell.py:225(hyperlink)
        8    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:879(__init__)
      301    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       20    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\managers.py:2264(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\inference.py:306(is_named_tuple)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\zipfile\__init__.py:568(from_file)
        9    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\array_algos\take.py:564(_take_preprocess_indexer_and_fill_value)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fonts.py:32(Font)
      392    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        6    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\ops\array_ops.py:113(comp_method_OBJECT_ARRAY)
      123    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:605(check_parent_directory)
      208    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\nested.py:36(from_tree)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\fills.py:68(PatternFill)
       10    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\descriptors\base.py:266(__set__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_writer.py:80(write_views)
      191    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      241    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       18    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\base.py:836(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\xdr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\_read_only.py:55(_get_source)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\line.py:76(LineProperties)
      576    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      126    0.000    0.000    0.000    0.000 C:\Python313\Lib\enum.py:1587(_get_value)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\packaging\extended.py:76(__init__)
        3    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\utils\exceptions.py:1(<module>)
       10    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\internals\blocks.py:225(_consolidate_key)
        2    0.000    0.000    0.000    0.000 C:\Python313\Lib\tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\function_group.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:160(is_url)
       16    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\formats\excel.py:683(_format_header_regular)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\properties.py:16(WorkbookProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\named_styles.py:117(as_xf)
      319    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       70    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\colors.py:105(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\comments\comment_sheet.py:24(Properties)
      596    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      112    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\_config\config.py:649(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\pivot\table.py:734(PivotField)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\worksheet\table.py:196(Table)
      293    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_parser.py:82(groups)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\protection.py:55(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\tempfile.py:156(_candidate_tempdir_list)
       19    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_compiler.py:389(_mk_bitmap)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       73    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:52(__new__)
      245    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\fill.py:264(Blip)
        7    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\compat\__init__.py:23(decorator)
        3    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\styles\cell_style.py:139(from_array)
        4    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\common.py:248(stringify_path)
       14    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\dtypes\common.py:1596(pandas_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\_writer.py:59(write_properties)
        3    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\core\nanops.py:76(_f)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\scatter_chart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\workbook\workbook.py:51(Workbook)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\formatting\rule.py:135(Rule)
       81    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 C:\Python313\Lib\site-packages\pandas\io\parsers\python_parser.py:382(_infer_columns)
    46/38    0.000    0.000    0.000    0.000 C:\Python313\Lib\re\_compiler.py:439(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\drawing\colors.py:76(SystemColor)
        1    0.000    0.000    0.000    0.000 C:\Users\prasun_agarwal\AppData\Roaming\Python\Python313\site-packages\openpyxl\chart\chartspace.py:136(ChartSpace)
